mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4004723072052002,0.1303605325215736,0.012767744064331055,0.0014993241303088826,0.75,0.5,0.0,150,3,3,0.05,0.0,0.9,"{'subsample': 0.75, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",1.0,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.7084249084249084,0.14603582959077446,1,0.9561602418745275,0.9561602418745275,0.9033333333333333,0.9561602418745275,0.6410256410256411,0.8825679399965114,0.12249192988901872
0.28742733001708987,0.05832609466732527,0.010398960113525391,0.0008782492952950834,0.9,5.0,0.1,150,5,4,0.05,0.1,0.9,"{'subsample': 0.9, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.13401145935058595,0.003659761634918552,0.00968470573425293,0.0006549037072126247,0.9,1.0,0.0,80,3,4,0.15,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 80, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.15, 'gamma': 0, 'colsample_bytree': 0.9}",1.0,0.6410256410256411,0.6410256410256411,0.5757575757575758,0.6190476190476191,0.6953712953712954,0.15416763179323217,2,1.0,1.0,1.0,1.0,0.8755555555555555,0.9751111111111112,0.04977777777777779
0.12587947845458985,0.0021784521674643362,0.010406684875488282,0.0009018283828930364,0.75,0.5,0.5,80,8,4,0.05,0.5,0.75,"{'subsample': 0.75, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 80, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.75}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.1263052463531494,0.006388499490512885,0.010573720932006836,0.00047001557379793446,0.9,0.5,0.5,80,8,5,0.15,0.5,0.75,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 80, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.15, 'gamma': 0.5, 'colsample_bytree': 0.75}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.18032054901123046,0.026880571210094586,0.011805391311645508,0.000798726488570879,0.9,0.5,0.5,100,3,4,0.15,0.5,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.15, 'gamma': 0.5, 'colsample_bytree': 0.9}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.8375350140056023,0.9033333333333333,0.8375350140056023,0.9561602418745275,0.6410256410256411,0.8351178488489414,0.10675962134188481
0.23886656761169434,0.09652555896847408,0.011995029449462891,0.002121306958259011,0.75,3.0,0.0,100,5,4,0.1,0.0,0.9,"{'subsample': 0.75, 'reg_lambda': 3, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.17823481559753418,0.020663938003658174,0.011139869689941406,0.0013863795557919202,0.9,1.0,0.0,100,8,5,0.05,0.5,0.9,"{'subsample': 0.9, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.9}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.15614309310913085,0.007419841184928817,0.009604644775390626,0.00046098281038099183,0.9,5.0,0.5,100,8,5,0.05,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
0.1624985694885254,0.007638214421777421,0.00993051528930664,0.0009602741469066164,0.9,5.0,0.0,100,5,5,0.15,0.0,0.75,"{'subsample': 0.9, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.15, 'gamma': 0, 'colsample_bytree': 0.75}",0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6190476190476191,0.6366300366300367,0.008791208791208803,8,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6352201257861635,0.6410256410256411,0.636381228834059,0.002322206095791035
